label,description,category,subject,placeLabel,placeLocality,timeBegin,timeEnd,url
"Event name: Full-Day Private Cannes Shore Excursion: Cannes, Nice, Monte Carlo"," Event description: Enjoy a full-day private tour in the French Riviera with a guide driver on board of a air conditioned luxury van just for your party. Start your tour from Cannes and visit other regional gems as Nice, the perched village of Eze, Monaco and Monte Carlo. Drive along beautiful panoramic roads and take unforgettable photos on the way. Your guide will happily customize the itinerary depending on your own preferences and interests.Enjoy a full-day private tour in the French Riviera with a guide driver on board of a air conditioned luxury van just for your party. Start your tour from Cannes and visit other regional gems as Nice, the perched village of Eze, Monaco and Monte Carlo. Drive along beautiful panoramic roads and take unforgettable photos on the way. Your guide will happily customize the itinerary depending on your own preferences and interests.Your tour guide will greet you in the morning at your Cannes port of call. Board an comfortable air-conditioned van with free beverages at your disposal. Your certified national guide will determine the itinerary according to your own choices. You will have enough time to enjoy each place visited and your guide will be happy to recommend the best options for lunchtime or shopping (own expenses.)This is the perfect way for small group to enjoy a shore excursion as you save time and stress. You will drive along the most scenic roads of the area, stop the best photo opportunities, and eat at local places to enjoy authentic Mediterranean cuisine and learn about all the secrets of the Riviera. One common itinerary includes the visit of Cannes, with its glamorous croisette, the beautiful luxury hotels and the beaches. Have a short drive to Nice where you will walk along the beach on the Promenade des Anglais. Explore the old town of the city and observe the Place Massena. Then you will go to the charming medieval village of Eze. This perched village represents also an ideal spot to take photos with the beautiful view over the French Riviera coast. Your guide will drive you towards Monaco where you will discover the Prince's Palace, the Casino and Monte Carlo.At the end of the tour, your guide will drive you back to Cannes cruise terminal.

8 heures

660,00
598.99
787.36",Event category: Croisières cabotage,Event subject: ,Event place: Cannes,Event place location: Cannes,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/f0eba036-b7ab-3505-af9c-094e5a2ffd5c
Event name: Spectacle de Noël Valdeblore," Event description: Jeudi 28 décembre : Spectacle gratuit pour les enfants à partir de 14h30, « Zone de turbulence », spectacle burlesque de Spoon le Clown, suivi d'un goûter, salle du Clôt à La Bolline.",Event category: ,Event subject: ,Event place: La Bolline,Event place location: La Bolline,Event time begin: 2017-12-28T14:30:00Z,Event time end: 2017-12-28T16:30:00Z,http://data.linkedevents.org/event/f0fb5b5b-80b2-346f-9d03-5c8ef7078c57
Event name: La Traviata - Opus Opéra," Event description: Horaires :   18h
Tarifs :        gratuit - entrée libre
Lieu :          Place Maximin Escalier 
Entrée  libre

L'Opus Opéra de Gattières présentera ""La Traviata"" de Giuseppe Verdi.

Direction musicale : Frédéric Deloche 
Mise en scène : Michel Bejar. Avec :

Cécilia Porte (sopraniste),
Jérémy Bertini (contre-ténor sopraniste)
Aurélien Reymond (ténor)
au piano: Catherine Gamberoni
Association Opus Opéra   04 93 08 61 16

+ infos : 
http://www.tourrettessurloup.com/index.php?article=2544",Event category: Culturelle,Event subject: Culturelle,Event place: La Traviata - Opus Opéra,Event place location: Tourrettes-sur-Loup,Event time begin: 2017-07-01T18:00:00Z,Event time end: 2017-07-01T00:00:00Z,http://data.linkedevents.org/event/f0ff6668-4374-3f7e-b07e-4c523ec9a1aa
Event name: Fêtes patronales 2020," Event description: La célébration des festins 2020 s'adapte aux conditions sanitaires actuelles. 

HORAIRES SUSCEPTIBLES D'ÊTRE MODIFIES

👉 Rendez-vous pour les processions et messes :
> Dimanche 28 juin [ Fête patronale de la Rougelle]
> Dimanche 5 juillet [Fête patronale du Bourguet] 
11h : Messe suivie de la cérémonie au monument aux morts
> Dimanche 12 juillet [Fête patronale de la St. Erige]
11h : messe
> Dimanche 26 juillet [Fête patronale de St. Anne de Demandols]
> Dimanche 2 août [Fête patronale de St. Etienne]
11h : Messe suivie de la cérémonie au monument aux morts
> Samedi 8 août [Fête patronale de Roya] 
11h : Messe suivie de la cérémonie au monument aux morts
> Dimanche 30 août [Fête patronale de Douans]
11h : Messe suivie de la cérémonie au monument aux morts",Event category: ,Event subject: ,Event place: Auron - Page Officielle de la station,Event place location: Saint-Étienne-de-Tinée,Event time begin: 2020-06-28T09:00:00Z,Event time end: 2020-08-30T10:00:00Z,http://data.linkedevents.org/event/f1144e2e-56c9-3853-bff4-410758871d06
Event name: CANNES SHORE EXCURSION : SHARED DAY TRIP TO MONACO AND EZE," Event description: If you are a cruise passenger arriving in the port of Cannes, book this tour to discover a charming hilltop village: Eze and visit a perfumery, true essence of Provence. 
Then, you will discover the unavoidable Principality of Monaco, the Cathedral  and Oceanographic Museum, and will enjoy a walk around the legendary square of Monte Carlo.If you are a cruise passenger arriving in the port of Cannes, book this tour to discover a charming hilltop village: Eze and visit a perfumery, true essence of Provence. 
Then, you will discover the unavoidable Principality of Monaco, the Cathedral  and Oceanographic Museum, and will enjoy a walk around the legendary square of Monte Carlo.At the bend of a cliff road you'll discover a charming hilltop village: Eze, such as an eagle nest with a breathtaking view. 
Afterward you'll awake your senses through the guided tour of a perfumery, true essence of Provence. 
Follow your trip toward the Principality of Monaco that will reveal you the charm of the old town, crowned by the Prince's Palace, the Majestic 
Cathedral as well as the outstanding Oceanographic Museum. 
The amazing lap of Formula 1 track will lift the veil on the high precision of the ""Grand Prix"" pilot’s skills. 
Then discover the legendary square of Monte Carlo, amuse yourselves around fancy cars, chic casinos or simply watch the city walk by from the renowned Café de Paris..

8 heures

121,00
109.81
144.35",Event category: Excursions à la journée,Event subject: ,Event place: Cannes,Event place location: Cannes,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/f1398386-f5c4-34bb-90a0-ae15d5d1e836
Event name: Concert Stephan Eliot à l'orgue symphonique," Event description: Festival « Ballades en Choeur » Stephan Eliot à l'électone (l'électone présente deux claviers ainsi qu'un pédalier et permet de reproduire de nombreux instruments, joués en même temps) Eglise Saint Laurent.",Event category: ,Event subject: ,Event place: La Bollène Vésubie 06450 France,Event place location: La Bollène Vésubie 06450 France,Event time begin: 2017-07-17T15:53:00Z,Event time end: 2017-07-30T15:59:00Z,http://data.linkedevents.org/event/f13a7449-46f4-342b-a614-ecf1b403f570
Event name: Exposition Oeuvres Jean-Pierre AUBERT-BIAS, Event description: Exposition des œuvres de Monsieur Jean-Pierre AUBERT-BIAS du 15 septembre au 28 septembre à la salle d'exposition de la mairie,Event category: Culturelle,Event subject: Culturelle,Event place: Exposition Oeuvres Jean-Pierre AUBERT-BIAS,Event place location: Gourdon,Event time begin: 2017-09-15T10:00:00Z,Event time end: 2017-09-28T18:00:00Z,http://data.linkedevents.org/event/f148a78c-dfa6-335a-bb37-8c995a037944
Event name: EBike Guided Panoramic Tour - Welcome to Côte d'Azur !," Event description: Hello everyone ! 

Ready to discover the French Riviera thanks to our effortless freedom providers electric bikes ?! 
Perfect then! Let me tell you what is on the schedule during the Guided Panoramic Tour. 
This trip lasts 4h which is great to really enjoy both the riding and the stops (pictures, lunch, comments from your guide, paddle, swim ...). 
You will follow your guide between Nice and Villefranche and will cross through the Mont Boron (at the top of the city on the seaside, amazing views indeed!). 

Bring appropriate clothes, hat, suncream and sneakers.  
We will give you a bottle of water.Hello everyone ! 

Ready to discover the French Riviera thanks to our effortless freedom providers electric bikes ?! 
Perfect then! Let me tell you what is on the schedule during the Guided Panoramic Tour. 
This trip lasts 4h which is great to really enjoy both the riding and the stops (pictures, lunch, comments from your guide, paddle, swim ...). 
You will follow your guide between Nice and Villefranche and will cross through the Mont Boron (at the top of the city on the seaside, amazing views indeed!). 

Bring appropriate clothes, hat, suncream and sneakers.  
We will give you a bottle of water.In addition to your experience of riding the electrical assisted bikes, you will be able to have lunch in Villefranche (don't forget to bring some money for that), take a swim in the Mediterranée if you are willing to, and even try Paddle ! It's a good way to cool down the heat and create great memories on the French Riviera ! 

If you are more into historical (or pre-historical, more accurately) elements, you can ask your guide to stop at the Lazaret Cave. The visit is free and you can learn more about middle paleolithic.  

All along the way, your guide will tell you everything you need to know about Cote d'Azur and what to do during you holidays. 

The ride is safe even for kids and you will need no effort to climb uphill because you have your E-bike to do the work for you.  
Come enjoy the good life of Cote d'Azur, the blue sky, warm sea, and freedom !

4 heures

59,00
53.55
70.39",Event category: Circuits touristiques en vélo électrique,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/f196feaf-11f8-355b-86b4-02bcafd12be6
Event name: Excursion en bord de mer à Cannes : excursion privée d'une journée à Monaco et Eze," Event description: Pour les passagers de croisière arrivant à Cannes et ne disposant que d'un seul jour pour voir la Côte d'Azur, cette excursion guidée et commentée en bord de mer à destination de Monaco et Eze est un choix fantastique. Visitez la belle ville d'Eze, perchée sur une colline. Et partez à la découverte du pays le plus glamour du monde, Monaco, avec sa célèbre villégiature, Monte Carlo.Pour les passagers de croisière arrivant à Cannes et ne disposant que d'un seul jour pour voir la Côte d'Azur, cette excursion guidée et commentée en bord de mer à destination de Monaco et Eze est un choix fantastique. Visitez la belle ville d'Eze, perchée sur une colline. Et partez à la découverte du pays le plus glamour du monde, Monaco, avec sa célèbre villégiature, Monte Carlo.Profitez au maximum de votre séjour au port de Cannes, avec cette excursion privée d'une journée en minibus à Monaco et Eze. En quittant le port des bateaux de croisière, votre mâchoire restera ouverte devant les vues panoramiques de Nice pendant que longerez la Moyenne Corniche. Vous vous arrêterez à Eze, un village médiéval perché avec des boutiques d'artisanat et une vue époustouflante, où vous ferez une visite guidée d'une parfumerie. Le prochain arrêt est Monaco, accessible par de magnifiques routes côtières. À Monaco, vous visiterez la vieille ville et disposerez de temps libre pour admirer le Palais Royal (ouvert de juin à octobre). Vous continuerez ensuite vers la plus célèbre villégiature de Monaco, Monte Carlo, où vous ferez un tour sur le circuit du Grand Prix de formule un. Vous disposerez également de temps libre à la place du Casino pour vous amuser avec les boutiques de luxe, les jardins étonnants, les yachts spectaculaires, les casinos chics ou vous pourrez tout simplement vous détendre dans un bar et admirer les étonnantes voitures garées devant le Casino de Monte Carlo.  Enfin, vous visiterez l'inoubliable village médiéval d'Eze, avec ses boutiques sculptées dans la roche, en découvrant le monde de sens et de fleurs pendant que vous visiterez une parfumerie.
Offre spéciale - Réservez avant le 30 juin et économisez 10 % sur notre prix précédent ! - Réserver maintenant!

8 heures

84,50
76.69
100.81",Event category: Croisières cabotage,Event subject: ,Event place: Cannes,Event place location: Cannes,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/f1f359a4-f7aa-3046-804f-e47bfabe87d1
Event name: 4x4 hike," Event description: We can make an itinerary for you to discover our beautiful region for a day or of few hours. Small French Village of the French Riviera, Gastronomy, Hiking, National Parc of the Mercantour... Thanks to the 4x4 vehicle you will have access to a lot of places, even the difficult one to access. You will enjoy it! Come on and discover out amazing region!We can make an itinerary for you to discover our beautiful region for a day or of few hours. Small French Village of the French Riviera, Gastronomy, Hiking, National Parc of the Mercantour... Thanks to the 4x4 vehicle you will have access to a lot of places, even the difficult one to access. You will enjoy it! Come on and discover out amazing region!The departure will be around Nice (from your hôtel), we will leave for the hike in 4x4. Arrived in the mountains, our guide will show you the best point of view to discover incredible landscapes. You can chose what you wish to do : small hikes to observe wild fauna and flora, eat the local specialties or enjoy the sunset while sipping champagne (so french!). If you are looking for a great place to eat a good meal, it's also possible to organize it. Between the sea and the mountains, you will enjoy a lot of beautiful place during this excursion. At the end of the day, we will take the back way with a lot of good memories.

3 to 6 hrs

500,00
453.78
596.48",Event category: Randonnée,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/f203578e-6602-373f-81d8-77d8a0b17210
